probe chr TSS NAME strand
55219 1 25757388 TMEM57 +
9528 1 54519177 TMEM59 -
25789 19 18718240 TMEM59L +
85025 7 77427897 TMEM60 -
199964 1 55446465 TMEM61 +
80021 15 43415477 TMEM62 +
9725 1 226070069 TMEM63A -
55362 6 44094651 TMEM63B +
57156 14 77582911 TMEM63C +
169200 8 91803860 TMEM64 -
157378 8 125384933 TMEM65 -
91147 8 94767072 TMEM67 +
137695 8 56685966 TMEM68 -
51249 1 46152886 TMEM69 +
54968 8 74884672 TMEM70 +
137835 8 133772958 TMEM71 -
643236 10 45406648 TMEM72 +
157753 8 109799844 TMEM74 -
55321 20 1166059 TMEM74B -
84283 1 156252726 TMEM79 +
283232 11 695428 TMEM80 +
388730 1 205053645 TMEM81 -
388595 1 16068917 TMEM82 +
144110 11 18714669 TMEM86A +
255043 19 55741647 TMEM86B -
25963 15 42565861 TMEM87A -
84910 2 112812800 TMEM87B +
92162 17 7758383 TMEM88 +
643965 1 1361508 TMEM88B +
440955 3 48659288 TMEM89 -
58986 16 437113 TMEM8A -
51754 9 35814448 TMEM8B +
389827 9 136393734 TMEM8C -
252839 1 201140702 TMEM9 -
641649 19 41856816 TMEM91 +
162461 17 48348767 TMEM92 +
339168 17 7258442 TMEM95 +
27346 17 26646121 TMEM97 +
26022 17 31254928 TMEM98 +
147184 17 38975358 TMEM99 +
56674 11 8986558 TMEM9B -
7110 3 69101484 TMF1 -
259236 3 46742823 TMIE +
388364 17 28661077 TMIGD1 -
126259 19 4302428 TMIGD2 -
7111 9 100263462 TMOD1 +
29767 15 52043758 TMOD2 +
29766 15 52121825 TMOD3 +
29765 1 151148760 TMOD4 -
7112 12 98909290 TMPO +
643853 3 33138293 TMPPE -
339967 4 68829858 TMPRSS11A -
132724 4 69111438 TMPRSS11B -
9407 4 68749750 TMPRSS11D -
28983 4 69313167 TMPRSS11E +
389208 4 68995598 TMPRSS11F -
283471 12 51236703 TMPRSS12 +
84000 11 117800174 TMPRSS13 -
5651 21 19858197 TMPRSS15 -
7113 21 42903043 TMPRSS2 -
64699 21 43816955 TMPRSS3 -
56649 11 117947753 TMPRSS4 +
80975 11 113577095 TMPRSS5 -
164656 22 37505603 TMPRSS6 -
344805 3 111753690 TMPRSS7 +
360200 19 2389769 TMPRSS9 +
9168 2 85132749 TMSB10 +
83857 12 29937692 TMTC1 -
160335 12 83080659 TMTC2 +
160418 12 88536073 TMTC3 +
84899 13 101327347 TMTC4 -
83590 7 150780633 TMUB1 -
79089 17 42264338 TMUB2 +
81542 14 51706880 TMX1 +
51075 11 57480072 TMX2 +
54495 18 66382535 TMX3 -
56255 20 8000476 TMX4 -
3371 9 117880536 TNC -
7124 6 31543344 TNF +
7126 17 26662628 TNFAIP1 +
7127 14 103589779 TNFAIP2 +
7128 6 138188351 TNFAIP3 +
7130 2 152214106 TNFAIP6 +
25816 5 118604387 TNFAIP8 +
126282 19 4639530 TNFAIP8L1 +
79626 1 151129105 TNFAIP8L2 +
388121 15 51397473 TNFAIP8L3 -
8797 8 23082639 TNFRSF10A -
8795 8 22926692 TNFRSF10B -
8794 8 22941868 TNFRSF10C +
8793 8 23021543 TNFRSF10D -
8792 18 59992520 TNFRSF11A +
4982 8 119964439 TNFRSF11B -
51330 16 3068446 TNFRSF12A +
23495 17 16875432 TNFRSF13B -
115650 22 42322822 TNFRSF13C -
8764 1 2487078 TNFRSF14 +
608 16 12058964 TNFRSF17 +
8784 1 1142071 TNFRSF18 -
55504 13 24144509 TNFRSF19 +
7132 12 6451280 TNFRSF1A -
7133 1 12227060 TNFRSF1B +
27242 6 47277641 TNFRSF21 -
8718 1 6526255 TNFRSF25 -
7293 1 1149518 TNFRSF4 -
8771 20 62328021 TNFRSF6B +
943 1 12123434 TNFRSF8 +
3604 1 8000926 TNFRSF9 -
8743 3 172241297 TNFSF10 -
8600 13 43136872 TNFSF11 +
8742 17 7452208 TNFSF12 +
8741 17 7461609 TNFSF13 +
10673 13 108903588 TNFSF13B +
8740 19 6670599 TNFSF14 -
9966 9 117568406 TNFSF15 -
8995 1 173020103 TNFSF18 -
7292 1 173176452 TNFSF4 -
944 9 117692697 TNFSF8 -
8744 19 6531010 TNFSF9 +
23043 3 171178197 TNIK -
10318 5 150473138 TNIP1 -
79155 4 2758103 TNIP2 -
79931 4 122148621 TNIP3 -
8711 17 7283853 TNK1 +
10188 3 195638816 TNK2 -
8658 8 9413424 TNKS +
85456 11 57092426 TNKS1BP1 -
80351 10 93558069 TNKS2 +
63923 1 175036994 TNN +
7134 3 52488086 TNNC1 -
7125 20 44462384 TNNC2 -
7135 1 201398994 TNNI1 -
7136 11 1860219 TNNI2 +
7137 19 55669141 TNNI3 -
51086 1 74663947 TNNI3K +
7138 19 55660722 TNNT1 -
7139 1 201346890 TNNT2 -
7140 11 1940792 TNNT3 +
7141 2 217724787 TNP1 -
7142 16 11363390 TNP2 -
3842 5 72112139 TNPO1 +
30000 19 12834825 TNPO2 -
23534 7 128695198 TNPO3 -
7143 1 175712906 TNR -
84629 7 5465045 TNRC18 -
27327 16 24741016 TNRC6A +
23112 22 40440821 TNRC6B +
57690 17 76000249 TNRC6C +
7145 2 218867718 TNS1 -
64759 7 47622156 TNS3 -
84951 17 38657849 TNS4 -
7148 6 32083111 TNXB -
10140 17 48945339 TOB1 -
10766 22 41843027 TOB2 -
114034 1 45805342 TOE1 +
54472 11 1330884 TOLLIP -
10043 22 35695268 TOM1 +
10040 17 52976748 TOM1L1 +
146691 17 17875736 TOM1L2 -
9804 1 235292251 TOMM20 -
387990 14 58862634 TOMM20L +
56993 22 39077953 TOMM22 +
10953 20 43589127 TOMM34 -
10452 19 45393826 TOMM40 +
84134 1 161195793 TOMM40L +
401505 9 37592639 TOMM5 -
100188893 6 41755400 TOMM6 +
54543 7 22862470 TOMM7 -
9868 3 100120242 TOMM70A -
4796 8 145669827 TONSL -
7150 20 39657458 TOP1 +
116447 8 144442149 TOP1MT -
7153 17 38574202 TOP2A -
7155 3 25706398 TOP2B -
7156 17 18218321 TOP3A -
8940 22 22337213 TOP3B -
375337 3 44283378 TOPAZ1 +
11073 3 133380737 TOPBP1 -
10210 9 32552551 TOPORS -
1861 9 132586413 TOR1A -
26092 1 179851177 TOR1AIP1 +
163590 1 179846938 TOR1AIP2 -
27348 9 132565432 TOR1B +
27433 9 130497604 TOR2A -
64222 1 179050512 TOR3A +
54863 9 140172201 TOR4A +
9760 8 60031767 TOX -
84969 20 42543504 TOX2 +
27324 16 52581714 TOX3 -
9878 14 21944756 TOX4 +
7157 17 7590856 TP53 -
63970 11 128813040 TP53AIP1 -
7158 15 43802926 TP53BP1 -
7159 1 224033674 TP53BP2 -
9537 11 44972840 TP53I11 -
90313 17 27893070 TP53I13 +
9540 2 24308731 TP53I3 -
94241 8 95961639 TP53INP1 -
58476 20 33292094 TP53INP2 +
112858 20 45318418 TP53RK -
24150 16 32688053 TP53TG3 -
729355 16 33261515 TP53TG3B +
653550 16 33204156 TP53TG3C +
729264 16 32264040 TP53TG3D +
27296 20 44036529 TP53TG5 -
8626 3 189349205 TP63 +
7161 1 3569084 TP73 +
7162 6 83072923 TPBG +
100507050 11 74951950 TPBGL +
53373 12 113658855 TPCN1 +
219931 11 68816365 TPCN2 +
7163 8 81143467 TPD52 -
7164 6 125440195 TPD52L1 +
7165 20 62496596 TPD52L2 +
89882 9 6328349 TPD52L3 +
91978 19 507299 TPGS1 +
25941 18 34409158 TPGS2 -
7166 11 18063973 TPH1 -
121278 12 72332626 TPH2 +
7167 12 6976283 TPI1 +
27010 7 144533488 TPK1 -
7168 15 63334831 TPM1 +
7169 9 35691017 TPM2 -
7170 1 154167124 TPM3 -
7171 19 16177831 TPM4 +
7172 6 18155305 TPMT -
7173 2 1377995 TPO +
1200 11 6640692 TPP1 -
7174 13 103249353 TPP2 +
11076 5 693510 TPPP -
122664 14 21492268 TPPP2 +
51673 16 67427438 TPPP3 -
7175 1 186344825 TPR -
131601 3 127317094 TPRA1 -
285386 3 188665003 TPRG1 +
127262 1 3541566 TPRG1L +
51002 2 73964527 TPRKB -
286262 9 140098645 TPRN -
284355 19 48322308 TPRX1 -
7177 16 1290697 TPSAB1 +
23430 16 1306060 TPSD1 +
25823 16 1275257 TPSG1 -
8460 7 65670186 TPST1 +
8459 22 26992681 TPST2 -
7178 13 45915505 TPT1 -
7179 21 11029719 TPTE +
93492 13 20110903 TPTE2 -
22974 20 30327074 TPX2 +
29896 7 23571660 TRA2A -
6434 3 185655924 TRA2B -
80305 22 50624344 TRABD +
129293 2 85134132 TRABD2A -
388630 1 48462567 TRABD2B -
8717 16 67194201 TRADD -
7185 9 123691451 TRAF1 -
7186 9 139776364 TRAF2 +
7187 14 103243813 TRAF3 +
26146 2 239229082 TRAF3IP1 +
10758 6 111927481 TRAF3IP2 -
80342 1 209929377 TRAF3IP3 +
9618 17 27071002 TRAF4 +
7188 1 211499957 TRAF5 +
7189 11 36531822 TRAF6 -
84231 16 2205699 TRAF7 +
10906 12 112563305 TRAFD1 +
10293 3 49894007 TRAIP -
22906 3 42055294 TRAK1 +
66008 2 202316302 TRAK2 -
23471 8 71520622 TRAM1 -
133022 4 118006736 TRAM1L1 -
9697 6 52441713 TRAM2 -
9881 3 36986548 TRANK1 -
10131 16 3767598 TRAP1 -
58485 17 7835441 TRAPPC1 -
7109 21 45432200 TRAPPC10 +
60684 4 184580420 TRAPPC11 +
51112 2 3383446 TRAPPC12 +
80006 5 64920543 TRAPPC13 +
51693 16 88922628 TRAPPC2L +
27095 1 36615098 TRAPPC3 -
100128327 6 116866773 TRAPPC3L -
51399 11 118889142 TRAPPC4 +
126003 19 7745729 TRAPPC5 +
79090 19 45681495 TRAPPC6A -
122553 14 39639736 TRAPPC6B -
22878 18 29533099 TRAPPC8 -
83696 8 141468678 TRAPPC9 -
50852 3 108541545 TRAT1 +
1787 10 17244053 TRDMT1 -
10345 6 123958238 TRDN -
11181 11 118550399 TREH -
54210 6 41254457 TREM1 -
54209 6 41130924 TREM2 -
340205 6 41122075 TREML1 -
79865 6 41168932 TREML2 -
285852 6 41196062 TREML4 +
55809 6 42419789 TRERF1 -
11277 3 48506445 TREX1 +
7200 3 129693148 TRH +
29953 12 72481046 TRHDE +
7201 8 110098850 TRHR +
51499 12 120884215 TRIAP1 -
10221 8 126442563 TRIB1 +
28951 2 12857015 TRIB2 +
57761 20 361261 TRIB3 +
10107 6 30128711 TRIM10 -
81559 1 228594541 TRIM11 -
10206 13 50570024 TRIM13 +
9830 9 100881494 TRIM14 -
89870 6 30130993 TRIM15 +
10626 17 15587625 TRIM16 -
147166 17 18601311 TRIM16L +
51127 1 228604562 TRIM17 -
23321 4 154073494 TRIM2 +
6737 11 4414926 TRIM21 -
10346 11 5710919 TRIM22 +
373 5 64921802 TRIM23 -
8805 7 138145079 TRIM24 +
7706 17 54991399 TRIM25 -
7726 6 30181204 TRIM26 -
5987 6 28891766 TRIM27 -
10155 19 59055458 TRIM28 +
23650 11 120056237 TRIM29 -
10612 11 6495689 TRIM3 -
11074 6 30080883 TRIM31 -
22954 9 119449581 TRIM32 +
51592 1 115053781 TRIM33 -
53840 11 5640994 TRIM34 +
23087 8 27168836 TRIM35 -
55521 5 114516243 TRIM36 -
4591 17 57184282 TRIM37 -
10475 6 25963030 TRIM38 +
56658 6 30294256 TRIM39 +
89122 7 99517223 TRIM4 -
135644 6 30103885 TRIM40 +
90933 5 180649499 TRIM41 +
287015 3 140396881 TRIM42 +
129868 2 96257766 TRIM43 +
54765 11 35684353 TRIM44 +
80263 1 117665209 TRIM45 -
80128 1 155145873 TRIM46 +
91107 17 73874656 TRIM47 -
79097 11 55029658 TRIM48 +
57093 11 89541743 TRIM49 -
283116 11 49050504 TRIM49B +
642612 11 89764274 TRIM49C +
399939 11 89654935 TRIM49D1 -
85363 11 5959849 TRIM5 -
135892 7 72742085 TRIM50 -
84767 11 55650773 TRIM51 +
84851 5 180688119 TRIM52 -
57159 2 27505260 TRIM54 +
84675 8 67039131 TRIM55 +
81844 7 100728720 TRIM56 +
25893 1 248020501 TRIM58 +
286827 3 160203561 TRIM59 -
117854 11 5617339 TRIM6 +
166655 4 165953105 TRIM60 +
391712 4 165898820 TRIM61 -
55223 1 33647660 TRIM62 -
84676 1 26394927 TRIM63 -
642446 11 89609185 TRIM64B -
646754 11 49080664 TRIM64C -
201292 17 73893084 TRIM65 -
9866 11 8693413 TRIM66 -
440730 1 231297858 TRIM67 +
55128 11 4629489 TRIM68 -
140691 15 45021186 TRIM69 +
81786 5 180632293 TRIM7 -
131405 3 32859510 TRIM71 +
493829 16 31225342 TRIM72 +
375593 7 75024337 TRIM73 +
378108 7 72439997 TRIM74 -
390231 11 89443467 TRIM77 +
81603 10 104404253 TRIM8 +
114088 14 51562779 TRIM9 -
339976 4 189060573 TRIML1 +
205860 4 189030757 TRIML2 -
7204 5 14143811 TRIO +
11078 22 38093011 TRIOBP +
9322 19 6737936 TRIP10 +
9321 14 92507240 TRIP11 -
9320 2 230787955 TRIP12 -
9319 5 892758 TRIP13 +
9325 15 64679947 TRIP4 +
7205 7 100464760 TRIP6 +
286144 8 94029901 TRIQK -
54802 1 40349183 TRIT1 -
55621 19 13228381 TRMT1 -
93587 4 100485189 TRMT10A -
158234 9 37753804 TRMT10B +
54931 3 101280706 TRMT10C +
60487 6 126307576 TRMT11 +
51504 11 64085556 TRMT112 -
55039 8 125463048 TRMT12 +
54482 1 100598706 TRMT13 +
81627 1 185126204 TRMT1L -
27037 22 20104915 TRMT2A -
152992 4 8437867 TRMT44 +
57570 14 61448076 TRMT5 -
51605 20 5931182 TRMT6 -
115708 14 103995521 TRMT61A +
55006 2 29093167 TRMT61B -
55687 22 46726772 TRMU +
54952 1 28879597 TRNAU1AP +
388610 1 27320198 TRNP1 +
51095 3 3168600 TRNT1 +
10024 12 49717019 TROAP +
6738 1 193028552 TROVE2 +
8989 8 72987852 TRPA1 -
7220 3 142442916 TRPC1 +
7222 4 122872909 TRPC3 -
7223 13 38444562 TRPC4 -
26133 20 33680674 TRPC4AP -
7225 11 101743293 TRPC6 -
57113 5 135732730 TRPC7 -
4308 15 31453476 TRPM1 -
7226 21 45770046 TRPM2 +
80036 9 74061820 TRPM3 -
54795 19 49660998 TRPM4 +
29850 11 2444275 TRPM5 -
140803 9 77503010 TRPM6 -
54822 15 50979012 TRPM7 -
79054 2 234826043 TRPM8 +
7227 8 116821899 TRPS1 -
83707 11 63993726 TRPT1 -
7442 17 3500392 TRPV1 -
51393 17 16318856 TRPV2 +
162514 17 3461289 TRPV3 -
59341 12 110271212 TRPV4 -
56302 7 142630905 TRPV5 -
55503 7 142583507 TRPV6 -
8295 7 98475556 TRRAP +
142940 10 116697952 TRUB1 +
26995 9 131085021 TRUB2 -
128229 1 156307105 TSACC +
7248 9 135820020 TSC1 -
7249 16 2097466 TSC2 +
8848 13 45151283 TSC22D1 -
9819 3 150126122 TSC22D2 +
81628 7 100076902 TSC22D4 -
116461 1 184020811 TSEN15 +
80746 3 12525931 TSEN2 +
79042 19 54693789 TSEN34 +
283989 17 73512141 TSEN54 +
10102 12 58176372 TSFM +
7251 11 18548779 TSG101 -
80705 2 99771427 TSGA10 -
114960 7 130372268 TSGA13 -
7252 1 115572415 TSHB +
7253 14 81421333 TSHR +
10194 18 72922710 TSHZ1 +
128553 20 51588946 TSHZ2 +
57616 19 31840453 TSHZ3 -
60385 19 50266587 TSKS -
25987 11 76493295 TSKU +
85480 5 110405760 TSLP +
7247 2 122494679 TSN +
203062 8 143484601 TSNARE1 -
7257 1 231664399 TSNAX +
55815 16 67840668 TSNAXIP1 +
10103 1 46640745 TSPAN1 +
441631 12 31079362 TSPAN11 +
23554 7 120498456 TSPAN12 -
27075 7 16793160 TSPAN13 +
81619 10 82213922 TSPAN14 +
23555 10 71211229 TSPAN15 +
26526 19 11406824 TSPAN16 +
26262 5 176074388 TSPAN17 +
90139 11 44748015 TSPAN18 +
144448 12 85430055 TSPAN19 -
10100 1 115632121 TSPAN2 -
10099 15 77376326 TSPAN3 -
6302 12 58131796 TSPAN31 +
10077 11 2323227 TSPAN32 +
340348 7 128784712 TSPAN33 +
7106 11 842808 TSPAN4 +
10098 4 99579780 TSPAN5 -
7103 12 71835678 TSPAN8 -
10867 12 3186521 TSPAN9 +
54084 21 46131495 TSPEAR -
706 22 43547520 TSPO +
222642 6 41010293 TSPO2 +
7259 6 116601066 TSPYL1 -
23270 6 116575261 TSPYL4 -
85453 8 98290176 TSPYL5 -
388951 2 54483409 TSPYL6 -
55720 17 2240801 TSR1 -
115939 16 1401912 TSR3 -
7260 2 3381653 TSSC1 -
10078 11 2421718 TSSC4 +
83942 5 112770728 TSSK1B -
23617 22 19118321 TSSK2 +
81629 1 32817122 TSSK3 +
283629 14 24674903 TSSK4 +
83983 19 19626838 TSSK6 -
7263 22 37415681 TST -
7264 8 144700218 TSTA3 -
100131187 1 161008780 TSTD1 -
158427 9 100395962 TSTD2 -
84630 6 43211418 TTBK1 +
146057 15 43213007 TTBK2 -
7265 5 159436120 TTC1 +
54970 11 113185251 TTC12 +
79573 1 231114621 TTC13 -
151613 3 180319918 TTC14 +
158248 9 130478345 TTC16 +
55761 11 43380482 TTC17 +
54902 17 15902694 TTC19 +
199223 3 39149152 TTC21A +
79809 2 166810353 TTC21B -
55001 1 55266940 TTC22 -
64927 15 99791428 TTC23 -
153657 5 34838938 TTC23L +
164118 1 156549519 TTC24 +
79989 7 138818490 TTC26 +
55622 2 32853099 TTC27 +
23331 22 29075853 TTC28 -
83894 4 147867034 TTC29 -
7267 21 38445526 TTC3 +
92104 2 178483694 TTC30A -
150737 2 178417742 TTC30B -
64427 2 74710200 TTC31 +
130502 2 20101747 TTC32 -
23548 5 40756077 TTC33 -
100287898 1 2718286 TTC34 -
143941 11 118398187 TTC36 +
9652 5 94890711 TTC37 -
55020 22 46663858 TTC38 +
22996 1 51810788 TTC39A -
158219 9 15307358 TTC39B -
125488 18 21572737 TTC39C +
7268 1 55181495 TTC4 +
91875 14 20774153 TTC5 -
319089 14 38065052 TTC6 +
57217 2 47143296 TTC7A +
145567 14 91282823 TTC7B -
123016 14 89290497 TTC8 +
23508 14 71108504 TTC9 +
148014 19 40724306 TTC9B -
283237 11 62495541 TTC9C +
7270 9 135282209 TTF1 -
8458 1 117602925 TTF2 +
9675 20 36661870 TTI1 -
80185 8 33371119 TTI2 -
7272 6 80713604 TTK +
150465 2 113239731 TTL +
25809 22 43485434 TTLL1 -
254173 1 1109264 TTLL10 +
158135 9 124855885 TTLL11 -
23170 22 43583139 TTLL12 -
83887 6 167738574 TTLL2 +
26140 3 9849770 TTLL3 +
9654 2 219575568 TTLL4 +
23093 14 76099968 TTLL5 +
284076 17 46894576 TTLL6 -
79739 1 84464833 TTLL7 -
164714 22 50495364 TTLL8 -
164395 20 30458505 TTLL9 +
7273 2 179695529 TTN -
7274 8 63998612 TTPA -
79183 20 43104526 TTPAL +
7276 18 29171689 TTR +
57348 19 54926393 TTYH1 +
94015 17 72209653 TTYH2 +
80727 7 2671585 TTYH3 +
7275 11 8040791 TUB +
7846 12 49583107 TUBA1A -
10376 12 49525180 TUBA1B -
84790 12 49582519 TUBA1C +
7278 13 19755992 TUBA3C -
113457 2 132233666 TUBA3D +
112714 2 130956034 TUBA3E -
7277 2 220142892 TUBA4A -
51807 22 18593097 TUBA8 +
79861 10 5446793 TUBAL3 -
203068 6 30687978 TUBB +
81027 20 57594309 TUBB1 +
7280 6 3157760 TUBB2A -
347733 6 3231964 TUBB2B -
10381 16 89985573 TUBB3 +
10382 19 6502859 TUBB4A -
10383 9 140135665 TUBB4B +
84617 18 12307668 TUBB6 +
347688 10 120103 TUBB8 -
51174 17 57970304 TUBD1 -
51175 6 112408732 TUBE1 -
7283 17 40761694 TUBG1 +
27175 17 40811323 TUBG2 +
10844 10 135125841 TUBGCP2 -
10426 13 113242481 TUBGCP3 -
27229 15 43661419 TUBGCP4 +
114791 15 22833395 TUBGCP5 -
85378 22 50683421 TUBGCP6 -
7284 16 28857729 TUFM -
7286 1 151512781 TUFT1 +
7287 6 35480715 TULP1 -
7288 19 49401990 TULP2 -
7289 12 2986389 TULP3 +
56995 6 158733692 TULP4 +
286319 9 25678856 TUSC1 -
11334 3 50365682 TUSC2 -
7991 8 15274724 TUSC3 +
286753 17 1182957 TUSC5 +
64852 11 62359649 TUT1 -
780776 16 10912651 TVP23A -
51030 17 18684308 TVP23B +
201158 17 15466909 TVP23C -
5756 12 44200178 TWF1 -
11344 3 52273276 TWF2 -
7291 7 19157295 TWIST1 -
117581 2 239756673 TWIST2 +
221830 7 19748710 TWISTNB -
57045 18 9334765 TWSG1 +
7294 4 48136273 TXK -
200081 1 32645287 TXLNA +
167838 6 139613276 TXLNB -
7295 9 113018920 TXN -
25828 22 36878077 TXN2 -
51061 16 11836734 TXNDC11 -
51060 1 52521843 TXNDC12 -
79770 5 134209493 TXNDC15 +
57544 14 53019240 TXNDC16 -
84817 17 6544078 TXNDC17 +
84203 18 9885763 TXNDC2 +
81567 6 8026646 TXNDC5 -
255220 9 113100127 TXNDC8 -
10190 2 99957165 TXNDC9 -
10628 1 145438469 TXNIP -
9352 18 54318831 TXNL1 -
10907 18 77793949 TXNL4A -
54957 16 72128330 TXNL4B -
7296 12 104609557 TXNRD1 +
10587 22 19929341 TXNRD2 -
114112 3 126373998 TXNRD3 -
645840 3 126327398 TXNRD3NB -
7297 19 10491352 TYK2 -
1890 22 50968485 TYMP -
7298 18 657604 TYMS +
7299 11 88910620 TYR +
7301 15 41849873 TYRO3 +
7305 19 36399197 TYROBP -
7306 9 12685439 TYRP1 +
219743 10 71906432 TYSND1 -
55253 7 66460160 TYW1 +
127253 1 75198836 TYW3 +
129450 2 200820459 TYW5 -
7307 21 44527697 U2AF1 -
199746 19 36236346 U2AF1L4 -
11338 19 56165512 U2AF2 +
23350 3 142683339 U2SURP +
55075 15 71055932 UACA -
6675 1 162531323 UAP1 +
91373 9 139971953 UAP1L1 +
10054 19 34919257 UBA2 +
9039 3 69129559 UBA3 -
79876 3 132373290 UBA5 +
7311 19 18682540 UBA52 +
55236 4 68566897 UBA6 -
7318 3 49851379 UBA7 -
10422 9 138853226 UBAC1 -
337867 13 99853028 UBAC2 +
124402 16 4665028 UBALD1 -
283991 17 74261283 UBALD2 +
51271 9 34179003 UBAP1 +
390595 15 65407535 UBAP1L -
55833 9 34048947 UBAP2 -
9898 1 154192655 UBAP2L +
53347 21 43824008 UBASH3A +
84959 11 122526383 UBASH3B +
7314 17 16284112 UBB +
7316 12 125401914 UBC -
10537 6 29527702 UBD -
7320 5 133706870 UBE2B +
11065 20 44441215 UBE2C +
7321 10 60094735 UBE2D1 +
7322 5 138906016 UBE2D2 +
7323 4 103790053 UBE2D3 -
51619 7 43966037 UBE2D4 +
7324 3 23847394 UBE2E1 +
7325 3 23244511 UBE2E2 +
10477 2 181831975 UBE2E3 +
140739 2 238875469 UBE2F +
7326 17 4269923 UBE2G1 -
7327 21 46221934 UBE2G2 -
7328 7 129592789 UBE2H -
7329 16 1355548 UBE2I +
51465 6 90062567 UBE2J1 -
118424 1 1209265 UBE2J2 -
3093 4 39699664 UBE2K +
7332 22 21903736 UBE2L3 +
9246 11 57335757 UBE2L6 -
9040 19 59070327 UBE2M -
7334 12 93836038 UBE2N -
63893 17 74449288 UBE2O -
55585 1 154531504 UBE2Q1 -
92912 15 76135622 UBE2Q2 +
100505679 15 84841242 UBE2Q2L +
134111 5 6448736 UBE2QL1 +
54926 9 33817565 UBE2R2 +
27338 19 55919145 UBE2S -
29089 1 202311108 UBE2T -
148581 1 64669310 UBE2U +
7335 20 48732496 UBE2V1 -
7336 8 48920960 UBE2V2 +
55284 8 74791145 UBE2W -
65264 17 46985731 UBE2Z +
7337 15 25684128 UBE3A -
89910 12 109915207 UBE3B +
9690 7 156931607 UBE3C +
90025 6 83775560 UBE3D -
9354 11 118230300 UBE4A +
10277 1 10092890 UBE4B +
56061 16 23568392 UBFD1 +
29914 1 11333263 UBIAD1 +
5412 13 30424821 UBL3 -
164153 1 110655062 UBL4B +
59286 19 9938568 UBL5 +
84993 15 74753523 UBL7 -
134510 5 158690089 UBLCP1 +
29855 16 4896666 UBN1 +
254048 7 138915102 UBN2 +
22888 20 3140842 UBOX5 -
7342 3 33482863 UBP1 -
29979 9 86323118 UBQLN1 -
50613 11 5531215 UBQLN3 -
56893 1 156023585 UBQLN4 -
143630 11 5537935 UBQLNL -
197131 15 43398311 UBR1 -
23304 6 42531800 UBR2 +
130507 2 170683968 UBR3 +
23352 1 19536770 UBR4 -
51366 8 103425069 UBR5 -
55148 14 93673401 UBR7 +
80019 10 99258625 UBTD1 +
92181 5 171711075 UBTD2 -
7343 17 42298994 UBTF -
51035 11 62446567 UBXN1 -
127733 1 20512578 UBXN10 +
91544 1 26644854 UBXN11 -
165324 2 24150155 UBXN2A +
137886 8 59323823 UBXN2B +
23190 2 136499189 UBXN4 +
80700 19 4457819 UBXN6 -
26043 3 196159345 UBXN7 -
7345 4 41258430 UCHL1 +
7347 13 76123619 UCHL3 +
51377 1 193029237 UCHL5 -
83549 9 134406655 UCK1 -
7371 1 165796768 UCK2 +
54963 20 62587769 UCKL1 -
221044 10 13276334 UCMA -
7349 2 27531313 UCN -
90226 3 48601206 UCN2 -
114131 10 5406972 UCN3 +
7350 4 141489959 UCP1 -
7351 11 73694352 UCP2 -
7352 11 73720480 UCP3 -
55293 11 18610294 UEVLD -
51506 1 161122566 UFC1 +
7353 22 19466738 UFD1L -
23376 6 96969471 UFL1 +
51569 13 38923986 UFM1 +
402682 7 100487339 UFSP1 -
55325 4 186347139 UFSP2 -
7357 9 114659046 UGCG +
7358 4 39529931 UGDH -
56886 2 128848774 UGGT1 +
55757 13 96705736 UGGT2 -
7360 2 64068074 UGP2 +
54658 2 234668894 UGT1A1 +
54575 2 234545100 UGT1A10 +
54659 2 234637754 UGT1A3 +
54657 2 234627424 UGT1A4 +
54579 2 234621638 UGT1A5 +
54578 2 234600253 UGT1A6 +
54577 2 234590584 UGT1A7 +
54576 2 234526291 UGT1A8 +
54600 2 234580499 UGT1A9 +
10941 4 70518965 UGT2A1 -
574537 4 70505360 UGT2A2 -
79799 4 69817509 UGT2A3 -
7365 4 69681711 UGT2B10 +
10720 4 70080449 UGT2B11 -
7366 4 69536346 UGT2B15 -
7367 4 69434245 UGT2B17 -
54490 4 70146217 UGT2B28 +
7363 4 70391732 UGT2B4 -
7364 4 69917081 UGT2B7 +
133688 5 36001130 UGT3A1 -
167127 5 36071460 UGT3A2 -
7368 4 115519611 UGT8 +
127933 1 162467041 UHMK1 +
54887 6 34759857 UHRF1BP1 +
23074 12 100536626 UHRF1BP1L -
115426 9 6413151 UHRF2 +
51720 5 176449634 UIMC1 -
80329 6 150285143 ULBP1 +
80328 6 150263136 ULBP2 +
79465 6 150390231 ULBP3 -
8408 12 132379196 ULK1 +
9706 17 19771249 ULK2 -
25989 15 75135687 ULK3 -
54986 3 42003922 ULK4 -
7369 16 20367623 UMOD -
89766 21 43483068 UMODL1 +
7372 3 124449213 UMPS +
9094 17 26879686 UNC119 -
84747 12 121148238 UNC119B +
23025 19 17799401 UNC13A -
10497 9 35161999 UNC13B +
440279 15 54305101 UNC13C +
201294 17 73840798 UNC13D -
55898 15 91473410 UNC45A +
146862 17 33474836 UNC45B +
25972 2 99225042 UNC50 +
90249 5 176237478 UNC5A +
219699 10 72972327 UNC5B +
8633 4 96470357 UNC5C -
222643 6 41006928 UNC5CL -
137970 8 35092975 UNC5D +
57578 14 93799565 UNC79 +
285175 2 210636717 UNC80 +
54346 6 167684657 UNC93A +
81622 11 67772452 UNC93B1 -
340260 7 1272543 UNCX +
